,country,subCategory,industry,title,multi_location,type,orgFunction,experience,locale,multi_location_array,jobSeqNo,postedDate,searchresults_display,descriptionTeaser,dateCreated,state,targetLevel,jd_display,reqId,badge,jobId,isMultiLocation,jobVisibility,mostpopular,location,category,locationLatlong
44,United States,Business Operations & Program Management,,Business Program Manager (BPM)  for People Operations,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",786862,2020-02-04T22:13:00,,"Core Responsibilities: Lead, coach and scale a high performance team, inspiring them to learn and innovate, coaching them to drive impact and develop their career Design end-to-end strategy across",2020-02-04T22:16:32.793000,Washington,66,,,,786862,True,['external'],0.0,"Redmond, Washington, United States",Business Programs & Operations,
45,United States,Licensing,,Solution Assessment Specialist,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",793037,2020-02-11T23:01:00,,The leading assessment and data insights team is looking for a Cloud Economics Engagement Manager to deliver assessments with a strong focus on partner that drive customers&rsquo; digital,2020-02-12T00:01:41.796000,Washington,64,,,,793037,True,['external'],0.0,"Redmond, Washington, United States",Sales,
46,United States,Licensing,,Solution Assessment Specialist,"['Redmond, Washington, United States', 'Other, Other, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}, {'location': 'Other, Other, United States'}]",796749,2020-02-20T00:55:00,,The US Solution Assessment team is looking for a Solution Assessment Specialist to lead customer demand generation and field enablement across the managed business. The primary focus of the Solution,2020-02-20T01:02:32.542000,Washington,63,,,,796749,True,['external'],0.0,"Redmond, Washington, United States",Sales,
47,United States,Design,,Senior Designer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",772882,2020-02-19T07:16:00,,"Are you a maker? A natural problem solver, result-driven, and passionate about technology? Above all, are you a systems thinker who loves ambiguous problems and can capture a clear and concise design",2020-02-20T01:05:31.626000,Washington,63,,,,772882,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
48,United States,Researcher,,Principal Researcher,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",719009,2020-02-13T22:17:00,,"Microsoft&rsquo;s Speech &amp; Dialogue Research Group (SDRG) is looking for an extremely talented researcher on NLP to work on cutting edge research in areas including Dialogue, Machine Reading",2020-02-13T22:24:30.904000,Washington,65,,,,719009,True,['external'],0.0,"Redmond, Washington, United States",Research,
49,United States,Software Engineering,,Software Engineer,"['Sunnyvale, California, United States']",,,Experienced professionals,en_us,"[{'location': 'Sunnyvale, California, United States'}]",796122,2020-02-20T06:02:00,,"Microsoft Azure is in the cloud race to win it! We are part of the Azure networking team responsible for designing, building and operating critical network services that will help us differentiate",2020-02-20T06:03:32.485000,California,60,,,,796122,True,['external'],0.0,"Sunnyvale, California, United States",Engineering,
0,United States,Software Engineering,,Senior Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",694567,2019-08-26T15:46:00,,Do you love to code? Do you live to learn new technologies and techniques? We&rsquo;re building the future of human computer interactions in the Microsoft Speech and Languages team. The future is,2019-08-26T15:49:32.255000,Washington,63,,,,694567,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
1,United States,Market Research,,"Sr. Market Research Manager, Customer Experience Measurement","['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",790345,2020-02-13T19:45:00,,"At Microsoft, we are committed to the mission of helping our customers realize their full potential. We are motivated and inspired every day by how our customers use our software, services and devices",2020-02-13T20:08:41.537000,Washington,63,,,,790345,True,['external'],0.0,"Redmond, Washington, United States",Marketing,
2,United States,Program Management,,SENIOR PROGRAM MANAGER,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",794582,2020-02-13T19:16:00,,"Do you want to help usher-in a new era of enhanced developer productivity, accelerated time-to-market and improved agility for one of the largest products at Microsoft? Are you passionate about",2020-02-13T20:10:46.451000,Washington,63,,,,794582,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
3,United States,Software Engineering,,Senior Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",793564,2020-02-13T17:49:00,,"Azure Cosmos DB is Microsoft&rsquo;s next generation globally distributed, massively scalable, multi-model cloud database service. It is designed to enable developers to build planet-scale",2020-02-13T18:45:39.152000,Washington,63,,,,793564,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
4,United States,Software Engineering,,Software Engineer II,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",783659,2020-02-13T23:14:00,,"The Microsoft Translation team is on a mission to enable communication without language barriers.  We offer state of the art machine translation systems for 60+ languages, with more in the pipe. The",2020-02-13T23:16:33.424000,Washington,61,,,,783659,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
5,United States,Software Development,,Software Development Engineer,"['Bellevue, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Bellevue, Washington, United States'}]",793160,2020-02-13T20:43:00,,Join Microsoft FUSE group under E&amp;D in Office 365 to build a world class machine teaching platform to enable developers with no machine learning expertise to build custom classifiers and,2020-02-13T21:31:19.606000,Washington,63,,,,793160,True,['external'],0.0,"Bellevue, Washington, United States",Engineering,
6,United States,Program Management,,Senior Program Manager,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",762077,2020-01-29T03:45:00,,"The Microsoft 365 Security and Compliance product team is looking for an experienced, energetic and hands on PM to deliver a new groundbreaking product. Security, Risk, and Compliance are perhaps the",2020-01-29T03:58:36.628000,Washington,64,,,,762077,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
7,United States,Software Engineering,,Software Engineer - CTJ,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",765024,2020-02-11T21:51:00,,Are you interested in working for one of the most exciting fast-growing teams in Microsoft? Then look at the Windows Defender Advanced Threat Protection DevOps &amp; Service Reliability Engineering,2020-02-13T21:49:36.093000,Washington,60,,,,765024,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
8,United States,Software Engineering,,Software Engineer 2,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",794358,2020-02-13T01:40:00,,Do you want to be part of the team that is delivering the collaboration and cloud experiences in Office? Do you like to obsess over technical details and solve some of the hardest problems in the core,2020-02-13T02:18:43.135000,Washington,62,,,,794358,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
9,United States,Software Engineering,,Software Developement Engineer II,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",727744,2019-10-18T00:52:00,,"If you're eager to dive into the world of AI and machine learning, this is the job for you. Our team is at the forefront of AI research using deep neural networks (Transformer) to translate more than",2019-10-24T03:53:30.657000,Washington,61,,,,727744,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
10,United States,Quality & Reliability Engineering,,Quality & Reliability Engineer 2,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",794907,2020-02-14T00:46:00,,Are you passionate about developing innovative technologies and building cool devices? Microsoft Devices Team focuses on building devices that fully embody the Microsoft mission to empower every,2020-02-14T01:35:20.691000,Washington,62,,,,794907,True,['external'],0.0,"Redmond, Washington, United States",Hardware Manufacturing Engineering,
11,United States,Software Engineering,,Senior Software Engineer,"['Bellevue, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Bellevue, Washington, United States'}]",788022,2020-02-14T00:15:00,,Microsoft Search Assistant and Intelligence team is responsible for delivering assistant and search capabilities across multiple Microsoft 365 applications. Part of our responsibilities include the,2020-02-14T00:50:19.296000,Washington,63,,,,788022,True,['external'],0.0,"Bellevue, Washington, United States",Engineering,
12,United States,Software Engineering,,SOFTWARE ENGINEER 2,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",741154,2019-11-12T21:53:00,,"In the last year, the Microsoft Edge team announced our intention to adopt the Chromium open source project in the development of our browser to create better web compatibility for our customers, and",2019-11-12T22:08:33.911000,Washington,62,,,,741154,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
13,United States,Data & Applied Sciences,,Senior Applied Scientist,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",692942,2020-02-05T20:48:00,,Are you excited about working on a new AI product that augments humans who need to reason with unstructured information? The AI Empowerment team is well on its way to create this breakthrough product,2020-02-14T01:15:39.243000,Washington,63,,,,692942,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
14,United States,Software Engineering,,Software Engineer II,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",785322,2020-02-14T01:06:00,,"Microsoft&rsquo;s Delivery Optimization technology connect billions of devices every day, providing more reliable and faster content acquisition of updates, patches, games, enterprises content, and",2020-02-14T01:35:46.065000,Washington,62,,,,785322,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
15,United States,Software Engineering,,Senior Software Engineer,"['Redmond, Washington, United States']",,,Experienced professionals,en_us,"[{'location': 'Redmond, Washington, United States'}]",788045,2020-02-07T11:55:00,,Are you excited about working on a new AI product that augments humans who need to reason with unstructured information? The AI architecture and strategy team is well on its way to create this,2020-02-14T01:16:33.849000,Washington,64,,,,788045,True,['external'],0.0,"Redmond, Washington, United States",Engineering,
